"date","Tamil Nadu/Airport Quarantine","Tamil Nadu/Airport quarantine","Tamil Nadu/Ariyalur","Tamil Nadu/CHENNAI","Tamil Nadu/Chengalpattu","Tamil Nadu/Chennai","Tamil Nadu/Coimbatore","Tamil Nadu/Cuddalore","Tamil Nadu/Dharmapuri","Tamil Nadu/Dindigul","Tamil Nadu/Erode","Tamil Nadu/KARUR","Tamil Nadu/Kallakurichi","Tamil Nadu/Kancheepuram","Tamil Nadu/Kanyakumari","Tamil Nadu/Karur","Tamil Nadu/Krishnagiri","Tamil Nadu/MADURAI","Tamil Nadu/Madurai","Tamil Nadu/Nagapattinam","Tamil Nadu/Namakkal","Tamil Nadu/Nilgiris","Tamil Nadu/Other State","Tamil Nadu/Perambalur","Tamil Nadu/Pudukkottai","Tamil Nadu/Railway Quarantine","Tamil Nadu/Ramanathapuram","Tamil Nadu/Ranipet","Tamil Nadu/Salem","Tamil Nadu/Sivaganga","Tamil Nadu/TENKASI","Tamil Nadu/Tenkasi","Tamil Nadu/Thanjavur","Tamil Nadu/Theni","Tamil Nadu/Thiruvallur","Tamil Nadu/Thiruvarur","Tamil Nadu/Thoothukkudi","Tamil Nadu/Tiruchirappalli","Tamil Nadu/Tirunelveli","Tamil Nadu/Tirupathur","Tamil Nadu/Tiruppur","Tamil Nadu/Tiruvannamalai","Tamil Nadu/Vellore","Tamil Nadu/Viluppuram","Tamil Nadu/Virudhunagar","Tamil Nadu/chengalpattu","Tamil Nadu/chennai"
"2020-11-07","","","   .00 %","","   .73 %","   .14 %","   .18 %","   .00 %","  2.04 %","   .00 %","   .00 %","","   .00 %","   .50 %","   .00 %","   .00 %","   .00 %","","   .24 %","   .83 %","   .00 %","   .00 %","","   .00 %","   .00 %","","   .00 %","   .00 %","   .24 %","   .00 %","","   .00 %","   .00 %","   .00 %","   .32 %","   .00 %","   .77 %","   .59 %","   .00 %","   .00 %","   .51 %","   .00 %","   .64 %","   .93 %","   .00 %","",""
"2020-11-08","","","   .00 %","","   .00 %","   .14 %","   .70 %","   .00 %","   .00 %","   .54 %","   .76 %","","   .00 %","   .25 %","   .00 %","   .00 %","   .00 %","","   .00 %","   .00 %","   .00 %","   .00 %","","   .00 %","   .66 %","","   .00 %","   .00 %","   .24 %","   .00 %","","   .00 %","   .00 %","   .00 %","   .63 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .64 %","   .00 %","   .00 %","",""
"2020-11-09","","","   .00 %","","   .00 %","   .27 %","   .00 %","   .00 %","   .00 %","   .00 %","  -.75 %","","   .00 %","   .25 %","   .40 %","   .00 %","   .00 %","","   .00 %","   .83 %","  1.04 %","   .00 %","","   .00 %","   .00 %","","   .00 %","   .00 %","   .23 %","   .00 %","","   .00 %","   .00 %","   .00 %","   .16 %","   .00 %","   .00 %","   .00 %","   .48 %","   .00 %","   .51 %","   .00 %","   .00 %","   .93 %","   .00 %","",""
"2020-11-10","","","   .00 %","","   .14 %","   .22 %","   .17 %","   .37 %","   .00 %","   .00 %","   .76 %","","   .00 %","   .25 %","   .00 %","  2.22 %","   .93 %","","   .00 %","   .00 %","  1.03 %","   .00 %","","   .00 %","   .00 %","","   .00 %","   .00 %","   .00 %","   .00 %","","   .00 %","   .90 %","   .00 %","   .16 %","   .00 %","   .00 %","   .00 %","   .48 %","   .84 %","  1.02 %","  1.13 %","   .00 %","  -.92 %","   .00 %","",""
"2020-11-11","","","   .00 %","","   .00 %","   .35 %","   .87 %","   .37 %","   .00 %","   .00 %","   .00 %","","   .00 %","   .00 %","   .40 %","   .00 %","   .93 %","","   .00 %","   .00 %","   .00 %","   .00 %","","   .00 %","   .65 %","","   .00 %","   .00 %","   .23 %","   .00 %","","   .00 %","   .00 %","   .00 %","   .00 %","   .99 %","   .00 %","   .59 %","   .00 %","   .00 %","   .00 %","   .00 %","   .63 %","   .00 %","   .45 %","",""
"2020-11-12","","","   .00 %","","   .14 %","   .16 %","   .17 %","  -.36 %","   .00 %","   .53 %","   .00 %","","   .95 %","  1.23 %","   .00 %","   .00 %","   .00 %","","   .47 %","   .82 %","  1.02 %","   .00 %","","   .00 %","   .00 %","","   .00 %","   .00 %","   .23 %","   .00 %","","   .00 %","   .45 %","   .00 %","   .16 %","   .00 %","   .76 %","   .00 %","  -.48 %","   .00 %","   .50 %","   .37 %","   .31 %","   .00 %","   .45 %","",""
"2020-11-13","","","  2.13 %","","   .00 %","   .13 %","   .17 %","   .37 %","   .00 %","   .00 %","   .00 %","","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","","   .00 %","   .00 %","   .00 %","  2.50 %","","   .00 %","   .00 %","","   .00 %","   .00 %","   .00 %","   .00 %","","   .00 %","   .45 %","   .00 %","   .47 %","   .00 %","   .76 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","",""
"2020-11-14","","","   .00 %","","   .00 %","   .11 %","   .17 %","   .00 %","   .00 %","   .00 %","   .75 %","","   .00 %","   .00 %","   .00 %","   .00 %","  1.83 %","","   .24 %","   .00 %","   .00 %","   .00 %","","   .00 %","   .00 %","","   .00 %","   .00 %","   .00 %","   .00 %","","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .48 %","   .00 %","   .00 %","   .00 %","   .31 %","   .00 %","   .45 %","",""
"2020-11-15","","","   .00 %","","   .00 %","   .08 %","   .17 %","   .36 %","   .00 %","   .00 %","   .75 %","","   .00 %","   .24 %","   .00 %","   .00 %","   .00 %","","   .47 %","   .00 %","   .00 %","   .00 %","","   .00 %","   .00 %","","   .00 %","   .00 %","   .00 %","   .00 %","","   .00 %","   .00 %","   .00 %","   .47 %","   .00 %","   .00 %","   .00 %","  -.48 %","   .00 %","   .00 %","   .00 %","   .31 %","   .00 %","   .00 %","",""
"2020-11-16","   .00 %","","   .00 %","","   .14 %","   .19 %","   .17 %","   .00 %","   .00 %","   .00 %","   .00 %","","   .00 %","   .24 %","   .40 %","  2.17 %","   .00 %","","   .70 %","   .00 %","   .00 %","   .00 %","","   .00 %","   .00 %","","   .00 %","   .00 %","   .00 %","   .00 %","","   .00 %","   .00 %","   .52 %","   .16 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","",""
"2020-11-17","","","   .00 %","","   .00 %","   .29 %","   .85 %","   .00 %","   .00 %","   .53 %","   .00 %","","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","","   .00 %","   .00 %","  1.01 %"," -2.44 %","","   .00 %","   .00 %","","   .00 %","   .00 %","   .23 %","   .00 %","","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","",""
"2020-11-18","   .00 %","","   .00 %","","   .29 %","   .13 %","   .17 %","   .00 %","   .00 %","   .53 %","   .00 %","","   .00 %","   .49 %","   .00 %","   .00 %","   .00 %","","   .00 %","   .00 %","   .00 %","   .00 %","","   .00 %","   .00 %","","   .00 %","   .56 %","   .00 %","   .00 %","","   .00 %","   .00 %","   .00 %","   .16 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","  1.00 %","   .74 %","   .31 %","   .00 %","   .00 %","",""
"2020-11-19","   .00 %","","   .00 %","","   .43 %","   .11 %","   .00 %","   .00 %","   .00 %","   .53 %","   .74 %","","   .00 %","   .24 %","   .00 %","   .00 %","   .90 %","","   .46 %","   .00 %","   .00 %","   .00 %","","   .00 %","   .00 %","","   .00 %","   .00 %","   .47 %","   .00 %","","   .00 %","   .00 %","   .00 %","   .31 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .50 %","   .00 %","   .31 %","   .00 %","   .00 %","",""
"2020-11-20","   .00 %","","   .00 %","","   .29 %","   .26 %","   .34 %","   .00 %","   .00 %","   .52 %","   .00 %","","   .00 %","   .24 %","   .00 %","   .00 %","   .00 %","","   .46 %","   .00 %","   .00 %","   .00 %","","   .00 %","   .00 %","","   .00 %","   .00 %","   .23 %","   .00 %","","   .00 %","   .00 %","   .00 %","  -.31 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .49 %","   .00 %","   .00 %","   .00 %","   .00 %","",""
"2020-11-21","   .00 %","","   .00 %","","   .29 %","   .16 %","   .34 %","   .00 %","   .00 %","   .00 %","   .74 %","","   .00 %","   .00 %","   .40 %","   .00 %","   .00 %","","   .00 %","   .00 %","   .00 %","   .00 %","","   .00 %","   .00 %","","   .77 %","   .00 %","   .00 %","   .00 %","","   .00 %","   .44 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .98 %","   .00 %","   .62 %","   .00 %","   .00 %","",""
"2020-11-22","","","   .00 %","","   .00 %","   .21 %","   .34 %","   .00 %","   .00 %","   .00 %","   .73 %","","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","","   .00 %","   .00 %","  1.00 %","   .00 %","","   .00 %","   .00 %","","   .00 %","   .00 %","   .00 %","   .00 %","","   .00 %","   .00 %","   .52 %","   .31 %","   .00 %","   .00 %","   .58 %","   .00 %","   .83 %","   .49 %","   .00 %","   .31 %","   .00 %","   .00 %","",""
"2020-11-23","   .00 %","","   .00 %","","   .14 %","   .16 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","","   .00 %","   .48 %","   .00 %","   .00 %","   .00 %","","   .23 %","   .00 %","   .00 %","   .00 %","","   .00 %","   .00 %","","   .00 %","   .00 %","   .23 %","   .00 %","","   .00 %","   .44 %","   .52 %","   .31 %","   .98 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .31 %","   .00 %","   .00 %","",""
"2020-11-24","   .00 %","","   .00 %","","   .28 %","   .18 %","   .33 %","   .00 %","   .00 %","   .00 %","   .00 %","","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","","   .00 %","   .00 %","   .99 %","   .00 %","","","   .00 %","","   .00 %","   .00 %","   .00 %","   .00 %","","   .00 %","   .00 %","   .00 %","   .15 %","   .00 %","   .00 %","   .58 %","   .00 %","   .00 %","   .00 %","   .37 %","   .61 %","   .00 %","   .00 %","",""
"2020-11-25","   .00 %","","   .00 %","","   .14 %","   .10 %","   .33 %","   .00 %","   .00 %","   .00 %","   .00 %","","   .00 %","   .72 %","   .00 %","   .00 %","   .00 %","","   .00 %","   .00 %","   .00 %","   .00 %","","   .00 %","   .00 %","","   .00 %","   .00 %","   .00 %","   .00 %","","   .00 %","   .44 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","  1.65 %","   .00 %","   .37 %","   .30 %","   .00 %","   .44 %","",""
"2020-11-26","   .00 %","","   .00 %","","   .28 %","   .10 %","   .33 %","   .00 %","   .00 %","   .00 %","   .00 %","","   .00 %","   .24 %","   .00 %","   .00 %","   .00 %","","   .23 %","   .81 %","   .00 %","  2.50 %","","   .00 %","   .00 %","","   .00 %","   .56 %","   .46 %","   .00 %","","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","  -.58 %","   .00 %","   .00 %","   .00 %","   .37 %","  -.30 %","   .00 %","   .00 %","",""
"2020-11-27","","","   .00 %","","   .14 %","   .03 %","   .33 %","   .00 %","   .00 %","   .52 %","   .00 %","","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","","   .00 %","   .00 %","   .00 %","   .00 %","","   .00 %","   .00 %","","   .00 %","   .00 %","   .23 %","   .00 %","","   .00 %","   .44 %","   .00 %","   .15 %","   .00 %","   .00 %","   .00 %","   .48 %","   .00 %","   .48 %","   .36 %","   .30 %","   .00 %","   .00 %","",""
"2020-11-28","","","   .00 %","","   .00 %","   .13 %","   .66 %","   .00 %","   .00 %","   .00 %","   .00 %","","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","","   .00 %","   .00 %","   .00 %","   .00 %","","   .00 %","   .00 %","","   .00 %","   .00 %","   .23 %","   .00 %","","   .00 %","   .00 %","   .51 %","   .00 %","   .97 %","   .75 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","",""
"2020-11-29","","","   .00 %","","   .14 %","   .10 %","   .16 %","   .00 %","   .00 %","   .00 %","   .00 %","","   .00 %","   .00 %","   .40 %","   .00 %","   .00 %","","   .23 %","   .00 %","   .00 %","   .00 %","","   .00 %","   .00 %","","   .00 %","   .00 %","   .23 %","   .00 %","","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","",""
"2020-11-30","","","   .00 %","","   .00 %","   .08 %","   .16 %","   .00 %","   .00 %","   .00 %","   .00 %","","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","","   .00 %","   .00 %","   .00 %","  2.44 %","","   .00 %","   .00 %","","   .00 %","   .00 %","   .00 %","   .00 %","","   .00 %","   .00 %","   .00 %","   .46 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .44 %","",""
"2020-12-01","   .00 %","","   .00 %","","   .28 %","   .10 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","","   .94 %","   .00 %","   .00 %","   .00 %","   .00 %","","   .23 %","   .00 %","   .00 %","   .00 %","","   .00 %","   .00 %","","   .00 %","   .00 %","   .46 %","   .00 %","","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .48 %","   .00 %","   .00 %","  -.93 %","   .00 %","",""
"2020-12-26","   .00 %","","   .00 %","","   .42 %","   .10 %","   .33 %","   .00 %","   .00 %","   .00 %","   .00 %","","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","","   .00 %","   .00 %","   .00 %","   .00 %","","   .00 %","   .00 %","","   .00 %","   .00 %","   .23 %","   .00 %","","   .00 %","   .00 %","   .00 %","   .15 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","",""
"2020-12-27","","","   .00 %","","   .14 %","   .13 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","","   .00 %","   .00 %","   .40 %","  2.13 %","   .00 %","","   .00 %","   .00 %","   .00 %","   .00 %","","   .00 %","   .00 %","","   .00 %","   .00 %","   .00 %","   .00 %","","   .00 %","   .44 %","   .00 %","   .15 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","",""
"2020-12-28","   .00 %","","   .00 %","","   .28 %","   .08 %","   .16 %","   .00 %","   .00 %","   .00 %","   .00 %","","   .00 %","   .24 %","   .00 %","   .00 %","   .00 %","","   .23 %","   .00 %","   .00 %","   .00 %","","","   .00 %","","   .00 %","   .00 %","   .00 %","   .00 %","","   .00 %","   .00 %","   .00 %","   .46 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","",""
"2020-12-29","","","   .00 %","","   .00 %","   .03 %","   .32 %","   .36 %","   .00 %","   .00 %","   .72 %","","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","","   .23 %","   .00 %","   .98 %","   .00 %","","   .00 %","   .00 %","","   .00 %","   .00 %","   .00 %","   .00 %","","   .00 %","   .87 %","   .00 %","   .00 %","   .00 %","   .00 %","  1.74 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","",""
"2020-12-30","   .00 %","","   .00 %","","   .00 %","   .21 %","   .97 %","   .36 %","   .00 %","   .00 %","   .72 %","","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","","   .23 %","   .00 %","   .97 %","  2.38 %","","   .00 %","   .00 %","","   .00 %","   .00 %","   .00 %","   .00 %","","   .00 %","   .86 %","   .51 %","   .15 %","   .00 %","   .00 %","  1.71 %","   .00 %","   .81 %","   .48 %","   .36 %","   .00 %","   .00 %","   .00 %","",""
"2020-12-31","   .00 %","","   .00 %","","   .00 %","   .10 %","   .16 %","   .00 %","   .00 %","   .00 %","   .00 %","","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","","   .23 %","   .81 %","   .00 %","   .00 %","","","   .00 %","","   .00 %","   .00 %","   .45 %","   .00 %","","   .00 %","   .43 %","   .00 %","   .15 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .48 %","   .00 %","   .00 %","   .00 %","   .44 %","",""
"2021-01-01","   .00 %","","   .00 %","","   .14 %","   .16 %","   .16 %","   .00 %","   .00 %","   .00 %","   .00 %","","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","","   .00 %","   .00 %","   .00 %","   .00 %","","   .00 %","   .00 %","","   .76 %","   .00 %","   .45 %","   .00 %","","   .00 %","   .43 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .36 %","   .00 %","   .00 %","   .00 %","",""
"2021-01-02","","","   .00 %","","   .00 %","   .10 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","","   .00 %","  2.40 %","   .00 %","   .00 %","","   .00 %","   .00 %","","   .76 %","   .00 %","   .22 %","   .00 %","","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .95 %","   .00 %","   .00 %","   .00 %","   .00 %","",""
"2021-01-03","","","   .00 %","","   .00 %","   .13 %","   .16 %","   .00 %","  2.00 %","   .00 %","   .00 %","","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","","   .00 %","   .00 %","   .00 %","   .00 %","","   .00 %","   .00 %","","   .00 %","   .56 %","   .00 %","   .00 %","","   .00 %","   .00 %","   .00 %","   .15 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .36 %","   .00 %","   .00 %","   .00 %","",""
"2021-01-04","","","   .00 %","","   .28 %","   .05 %","   .16 %","   .00 %","   .00 %","   .00 %","   .71 %","","   .00 %","   .00 %","   .00 %","   .00 %","   .89 %","","   .00 %","   .00 %","   .00 %","   .00 %","","   .00 %","   .00 %","","   .00 %","   .00 %","   .22 %","   .00 %","","   .00 %","   .42 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .48 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","",""
"2021-01-05","","","   .00 %","","   .14 %","   .13 %","   .16 %","   .00 %","   .00 %","   .00 %","   .00 %","","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","","   .45 %","   .00 %","   .96 %","   .00 %","","   .00 %","   .00 %","","   .00 %","   .00 %","   .22 %","   .00 %","","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","",""
"2021-01-06","","","  2.08 %","","   .28 %","   .13 %","   .16 %","   .00 %","   .00 %","   .00 %","   .00 %","","   .00 %","   .00 %","   .40 %","   .00 %","   .00 %","","   .00 %","   .00 %","   .00 %","   .00 %","","   .00 %","   .00 %","","   .00 %","   .56 %","   .00 %","   .00 %","","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","",""
"2021-01-07","   .00 %","","   .00 %","","   .14 %","   .08 %","   .16 %","   .00 %","   .00 %","   .00 %","   .00 %","","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","","   .00 %","   .00 %","   .00 %","  2.33 %","","","   .00 %","","   .00 %","  1.10 %","   .00 %","   .00 %","","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","  1.12 %","   .00 %","   .00 %","   .47 %","   .00 %","   .30 %","   .00 %","   .00 %","",""
"2021-01-08","   .00 %","","   .00 %","","   .00 %","   .10 %","   .16 %","   .00 %","   .00 %","   .52 %","   .71 %","","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","","   .00 %","   .00 %","   .00 %","   .00 %","","","   .00 %","","   .00 %","   .00 %","   .00 %","   .00 %","","   .00 %","   .00 %","   .51 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","",""
"2021-01-09","","","   .00 %","","   .00 %","   .05 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","","   .00 %","   .24 %","   .00 %","   .00 %","   .00 %","","   .00 %","   .00 %","   .00 %","   .00 %","","   .00 %","   .00 %","","   .00 %","   .55 %","   .00 %","   .00 %","","   .00 %","   .42 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .60 %","   .00 %","   .00 %","",""
"2021-01-10","   .00 %","","   .00 %","","   .00 %","   .03 %","   .16 %","   .00 %","   .00 %","   .00 %","   .00 %","","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","","   .00 %","   .00 %","   .00 %","   .00 %","","","   .00 %","","  1.50 %","   .00 %","   .00 %","   .00 %","","   .00 %","   .84 %","   .00 %","   .15 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","",""
"2021-01-11","   .00 %","","   .00 %","","   .00 %","   .08 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","","   .00 %","   .00 %","   .00 %","   .00 %","","   .00 %","   .00 %","","   .00 %","   .00 %","   .00 %","   .00 %","","   .00 %","   .42 %","   .00 %","   .15 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .44 %","",""
"2021-01-12","   .00 %","","   .00 %","","   .00 %","   .13 %","   .00 %","   .36 %","   .00 %","   .00 %","   .00 %","","   .00 %","   .24 %","   .00 %","   .00 %","   .00 %","","   .00 %","   .00 %","   .00 %","   .00 %","","","   .00 %","","   .74 %","   .00 %","   .00 %","   .00 %","","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","",""
"2021-01-13","   .00 %","","   .00 %","","   .28 %","   .03 %","   .16 %","   .00 %","   .00 %","   .00 %","   .70 %","","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","","   .00 %","   .00 %","   .00 %","   .00 %","","","   .00 %","","   .00 %","   .00 %","   .00 %","   .00 %","","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .56 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","",""
"2021-01-14","   .00 %","","   .00 %","","   .00 %","   .08 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","","   .00 %","   .00 %","   .00 %","   .00 %","","   .00 %","   .00 %","","   .00 %","   .00 %","   .00 %","   .00 %","","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .30 %","   .00 %","   .00 %","",""
"2021-01-15","   .00 %","","   .00 %","","   .27 %","   .05 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","","   .00 %","   .00 %","   .00 %","   .00 %","","   .00 %","   .00 %","","   .00 %","   .00 %","   .22 %","   .00 %","","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","",""
"2021-01-16","   .00 %","","   .00 %","","   .27 %","   .08 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","","   .00 %","   .24 %","   .00 %","   .00 %","   .00 %","","   .00 %","   .00 %","   .00 %","   .00 %","","","   .00 %","","   .00 %","   .00 %","   .00 %","   .00 %","","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","",""
"2021-01-17","","","   .00 %","","   .14 %","   .08 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","","   .00 %","   .00 %","   .00 %","   .00 %","","","   .00 %","","   .00 %","   .00 %","   .00 %","   .00 %","","   .00 %","   .00 %","   .00 %","   .30 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .44 %","",""
"2021-01-18","","","   .00 %","","   .00 %","   .10 %","   .16 %","   .00 %","   .00 %","   .00 %","   .00 %","","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","","   .00 %","   .00 %","   .00 %","   .00 %","","","   .65 %","","   .00 %","   .00 %","   .00 %","   .00 %","","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .60 %","   .00 %","   .00 %","",""
"2021-01-19","   .00 %","","   .00 %","","   .00 %","   .08 %","   .16 %","   .00 %","   .00 %","   .00 %","   .70 %","","   .00 %","   .23 %","   .00 %","   .00 %","   .00 %","","   .00 %","   .00 %","   .00 %","   .00 %","","   .00 %","   .00 %","","   .00 %","   .00 %","   .00 %","   .00 %","","   .00 %","   .00 %","   .00 %","   .30 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .93 %","   .00 %","",""
"2021-01-20","   .00 %","","   .00 %","","   .27 %","   .10 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","","   .22 %","   .78 %","   .00 %","   .00 %","","   .00 %","   .00 %","","   .00 %","   .00 %","   .00 %","   .00 %","","   .00 %","   .00 %","   .00 %","   .15 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","",""
"2021-01-21","","","   .00 %","","   .27 %","   .10 %","   .16 %","   .00 %","   .00 %","   .00 %","   .00 %","","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","","   .00 %","   .00 %","   .00 %","   .00 %","","","   .00 %","","   .00 %","   .00 %","   .00 %","   .00 %","","   .00 %","   .41 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .93 %","   .00 %","",""
"2021-01-22","   .00 %","","   .00 %","","   .14 %","   .10 %","   .16 %","   .00 %","   .00 %","   .00 %","   .00 %","","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","","   .00 %","   .00 %","   .00 %","   .00 %","","","   .00 %","","   .00 %","   .54 %","   .00 %","   .00 %","","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .30 %","   .00 %","   .00 %","",""
"2021-01-23","","","   .00 %","","   .00 %","   .03 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","","   .00 %","   .00 %","   .00 %","   .00 %","","   .00 %","   .00 %","","   .00 %","   .00 %","   .00 %","   .00 %","","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .47 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","",""
